City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
488,Nakusp,50.2499,-117.8023,42.51,100,100,1.61,CA,overcast clouds
489,Balakovo,52.0278,47.8007,4.28,92,38,4.27,RU,scattered clouds
490,Shenzhen,22.5455,114.0683,75.15,96,35,2.04,CN,scattered clouds
491,Presov,49.1667,21.25,40.51,96,100,6.46,SK,overcast clouds
492,Gamba,-2.65,10.0,78.21,79,57,6.04,GA,broken clouds
493,Bom Jesus,-9.0744,-44.3586,92.19,38,70,2.59,BR,broken clouds
494,Priargunsk,50.3691,119.1012,-40.72,100,20,1.74,RU,few clouds
495,Rypefjord,70.6333,23.6667,34.27,100,75,17.27,NO,light shower sleet
496,Iqaluit,63.7506,-68.5145,-21.12,91,53,15.41,CA,broken clouds
497,Xining,36.6167,101.7667,8.6,67,100,4.07,CN,overcast clouds
498,Flin Flon,54.7682,-101.865,15.37,94,95,3.06,CA,overcast clouds
499,Lasa,46.6166,10.7002,34.02,90,47,7.63,IT,light snow
500,Tabursuq,36.4569,9.2475,52.11,72,96,4.0,TN,overcast clouds
501,Meadow Lake,34.8014,-106.5436,52.39,44,7,3.6,US,clear sky
502,Sakaiminato,35.55,133.2333,56.03,94,100,7.45,JP,overcast clouds
503,Comodoro Rivadavia,-45.8667,-67.5,78.66,29,0,20.71,AR,clear sky
504,Svrljig,43.4133,22.1211,41.5,90,73,4.03,RS,broken clouds
505,Otorohanga,-38.1833,175.2,61.32,90,81,0.4,NZ,broken clouds
506,Morwell,-38.2333,146.4,64.4,99,34,2.1,AU,scattered clouds
507,Huangmei,30.1924,116.025,56.64,93,100,5.21,CN,overcast clouds
508,Porterville,36.0652,-119.0168,57.15,72,0,0.0,US,clear sky
509,Barahona,18.2085,-71.1008,85.82,70,20,16.11,DO,few clouds
510,Burriana,39.889,-0.085,59.67,57,45,2.44,ES,scattered clouds
511,Storforshei,66.4043,14.5233,31.66,86,75,4.61,NO,broken clouds
512,Pemangkat,1.1667,108.9667,77.0,86,90,3.69,ID,overcast clouds
513,Valdivia,-39.8142,-73.2459,74.26,38,23,4.05,CL,few clouds
514,Akyab,20.15,92.9,65.91,61,0,10.98,MM,clear sky
515,Maningrida,-12.0667,134.2667,78.85,77,99,8.25,AU,overcast clouds
516,Kavieng,-2.5744,150.7967,81.66,74,63,7.96,PG,broken clouds
517,Muncar,-8.4333,114.3333,75.56,86,92,3.78,ID,overcast clouds
518,Ocos,14.5094,-92.1933,89.78,70,19,7.9,GT,few clouds
519,Hofn,64.2539,-15.2082,24.82,63,20,14.97,IS,few clouds
520,Harrisburg,40.2737,-76.8844,44.78,71,100,21.85,US,overcast clouds
521,Kamenka,51.3223,42.7678,12.45,92,72,10.49,RU,broken clouds
522,Armidale,-30.5167,151.65,53.15,98,94,5.75,AU,overcast clouds
523,Orcopampa,-15.2661,-72.3417,62.6,17,48,11.63,PE,scattered clouds
524,Yeppoon,-23.1333,150.7333,67.78,79,100,11.81,AU,overcast clouds
525,Novo Aripuana,-5.1206,-60.3797,81.01,88,100,2.13,BR,light rain
526,Dubasari,47.2631,29.1608,29.19,83,96,4.99,MD,overcast clouds
527,Joaquim Gomes,-9.1373,-35.7519,86.25,49,46,14.61,BR,scattered clouds
528,Forbes,-33.3833,148.0167,70.92,68,26,5.3,AU,scattered clouds
529,Sao Geraldo Do Araguaia,-6.4006,-48.555,82.87,80,86,2.68,BR,overcast clouds
530,Belmonte,-15.8631,-38.8828,82.18,66,21,9.95,BR,few clouds
531,Wentzville,38.8114,-90.8529,29.88,59,57,10.65,US,broken clouds
532,Mezen,65.8522,44.24,23.45,93,98,8.84,RU,overcast clouds
533,Vilyuysk,63.7553,121.6247,-71.09,100,86,1.95,RU,overcast clouds
534,Ken Caryl,39.5773,-105.1169,54.34,40,51,5.99,US,broken clouds
535,Saint-Augustin,51.226,-58.6502,21.13,93,97,4.9,CA,light snow
536,Hailar,49.2,119.7,-26.37,97,7,6.46,CN,clear sky
537,Bandarbeyla,9.4942,50.8122,76.24,76,57,19.75,SO,broken clouds
538,Watsa,3.0372,29.5355,72.5,47,90,2.06,CD,overcast clouds
539,Sindor,62.8629,51.8905,21.43,94,100,11.05,RU,light snow
540,Westport,41.1415,-73.3579,55.33,88,100,5.01,US,overcast clouds
541,Toamasina,-18.1667,49.3833,76.3,88,83,5.35,MG,moderate rain
542,Verkh-Usugli,52.7,115.1667,-26.54,96,7,3.47,RU,clear sky
543,Korla,41.7597,86.1469,9.14,84,14,2.77,CN,few clouds
544,Pangai,-19.8,-174.35,81.84,76,94,6.22,TO,overcast clouds
545,Brateiu,46.1667,24.4167,42.15,85,90,1.63,RO,overcast clouds
546,Koungou,-12.7336,45.2042,78.51,89,0,5.75,YT,clear sky
547,Cap Malheureux,-19.9842,57.6142,78.48,71,48,1.99,MU,scattered clouds
548,Asyut,27.181,31.1837,56.32,47,16,5.59,EG,few clouds
549,Ketchikan,55.3422,-131.6461,37.71,92,100,4.21,US,overcast clouds
550,Novoagansk,61.9449,76.6625,0.41,97,100,8.43,RU,light snow
551,Jalu,29.0331,21.5482,59.81,59,65,10.16,LY,broken clouds
552,Tomatlan,19.9333,-105.25,89.37,25,0,4.94,MX,clear sky
553,Tezu,27.9167,96.1667,58.77,43,48,4.56,IN,scattered clouds
554,Las Vegas,36.175,-115.1372,58.6,50,0,3.44,US,clear sky
555,Birao,10.2849,22.7882,75.2,21,2,6.31,CF,clear sky
556,Brae,60.3964,-1.353,41.92,74,97,15.08,GB,overcast clouds
557,Zhovtneve,50.6637,24.2492,40.35,78,100,10.78,UA,overcast clouds
558,Morehead,37.2711,-87.1764,32.99,94,100,8.05,US,overcast clouds
559,Granard,53.7667,-7.5,41.5,94,100,10.45,IE,heavy intensity rain
560,Dzaoudzi,-12.7887,45.2699,78.69,89,0,5.75,YT,clear sky
561,Kavaratti,10.5669,72.642,80.4,64,100,8.57,IN,overcast clouds
562,West Bay,19.3667,-81.4167,82.08,72,11,1.99,KY,few clouds
563,Kuryk,43.2,51.65,25.65,38,0,28.97,KZ,clear sky
564,Mareeba,-17.0,145.4333,73.44,97,100,2.44,AU,overcast clouds
565,Karatau,43.1667,70.4667,-3.06,94,35,2.48,KZ,scattered clouds
566,Melchor De Mencos,17.0686,-89.1522,80.6,74,20,4.61,GT,light rain
567,Vorukh,39.8494,70.5838,8.76,48,2,6.73,TJ,clear sky
568,Cururupu,-1.8283,-44.8683,86.23,57,75,8.39,BR,broken clouds
569,Plouzane,48.3833,-4.6167,50.18,93,100,10.36,FR,light intensity drizzle
570,Dicabisagan,17.0818,122.4157,74.08,91,91,0.54,PH,overcast clouds
571,Mabaruma,8.2,-59.7833,79.95,78,47,5.53,GY,scattered clouds
572,Kopavogur,64.1123,-21.913,28.62,76,96,9.51,IS,overcast clouds
573,Miramar,25.9873,-80.2323,83.01,49,0,19.57,US,clear sky
574,Poum,-20.2333,164.0167,78.39,75,16,10.67,NC,few clouds
575,Boende,-0.2167,20.8667,79.25,56,82,0.76,CD,broken clouds
576,Tahe,52.3333,124.7333,-30.91,98,9,3.8,CN,clear sky
577,Itarema,-2.9248,-39.9167,86.41,57,97,16.73,BR,overcast clouds
578,Oyonnax,46.2592,5.6573,46.53,93,85,4.47,FR,overcast clouds
579,Santa Isabel,-23.3156,-46.2214,73.11,79,94,9.93,BR,overcast clouds
580,Nabire,-3.3667,135.4833,76.1,89,88,2.98,ID,overcast clouds
581,Goundam,16.4145,-3.6708,77.27,9,81,10.8,ML,broken clouds
582,Ullapool,57.8987,-5.1604,38.35,92,63,4.54,GB,broken clouds
583,Nicoya,10.1483,-85.452,86.23,49,100,15.03,CR,overcast clouds
584,Cervo,43.6702,-7.4101,58.96,86,83,7.76,ES,broken clouds
585,Mindelo,16.8901,-24.9804,74.75,57,20,21.85,CV,few clouds
586,Amravati,20.9333,77.75,68.59,51,0,4.97,IN,clear sky
587,Kochetok,49.8801,36.7372,22.95,95,79,7.58,UA,broken clouds
588,San Nicolas,18.1725,120.5953,71.51,100,20,4.61,PH,few clouds
589,Tongchuan,35.0806,109.0897,27.14,42,100,15.37,CN,overcast clouds
590,Dehloran,32.6941,47.2679,55.96,43,51,6.06,IR,broken clouds
591,Oropoli,13.8167,-86.8167,84.74,45,56,11.27,HN,broken clouds
592,George,-33.963,22.4617,67.03,75,27,5.12,ZA,scattered clouds
593,Xuddur,4.1213,43.8894,77.43,26,18,10.58,SO,few clouds
594,Palana,59.1167,159.9667,3.27,89,100,4.76,RU,overcast clouds
595,Jizan,17.3333,42.6667,78.82,70,95,2.48,SA,overcast clouds
596,Bangolo,7.0069,-7.475,85.64,21,58,1.05,CI,broken clouds
597,Sidi Ali,36.0998,0.4206,54.5,85,43,2.68,DZ,scattered clouds
598,Muret,43.3333,1.25,55.4,92,35,1.99,FR,scattered clouds
599,Oyama,36.3,139.8,50.59,36,73,1.95,JP,broken clouds
600,Najran,17.4924,44.1277,68.81,37,91,11.52,SA,overcast clouds
601,Red Deer,52.2668,-113.802,14.29,93,100,0.67,CA,overcast clouds
602,Jadu,31.953,12.0261,48.87,70,17,7.58,LY,few clouds
603,Plymouth,41.8334,-70.8328,55.22,89,100,9.22,US,light rain
604,Ventaquemada,5.3675,-73.5208,65.68,56,95,4.34,CO,overcast clouds
605,Sembe,1.6481,14.5806,80.06,38,25,1.7,CG,scattered clouds
606,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,77.38,93,99,1.9,BR,overcast clouds
607,Thunder Bay,48.4001,-89.3168,12.11,73,75,5.75,CA,broken clouds
608,Pisco,-13.7,-76.2167,75.25,64,0,8.05,PE,clear sky
609,Ikornnes,62.3873,6.557,37.09,82,93,4.0,NO,overcast clouds
610,Ossora,59.2353,163.0719,4.17,83,100,7.78,RU,overcast clouds
611,Berkakit,56.5807,124.7681,-43.38,98,98,4.12,RU,overcast clouds
612,Damaturu,11.747,11.9608,71.89,20,19,10.58,NG,few clouds
613,Polyanka,50.2584,27.6881,32.27,95,89,8.61,UA,overcast clouds
614,Cabinda,-5.55,12.2,78.69,80,50,7.94,AO,scattered clouds
615,Yugorsk,61.3133,63.3319,17.15,87,98,10.85,RU,overcast clouds
616,Caucaia,-3.7361,-38.6531,85.95,71,40,14.97,BR,scattered clouds
617,Anshun,26.25,105.9333,46.98,84,1,7.2,CN,clear sky
618,Urucui,-7.2294,-44.5561,85.78,60,71,0.96,BR,broken clouds
619,Calvinia,-31.4707,19.776,81.14,19,11,8.77,ZA,few clouds
620,Mehamn,71.0357,27.8492,35.55,75,40,18.41,NO,scattered clouds
621,Caninde De Sao Francisco,-9.66,-37.7894,92.28,36,85,11.03,BR,overcast clouds
622,Palmas Bellas,9.2319,-80.0867,85.24,85,88,10.33,PA,light rain
623,Amboasary,-25.0333,46.3833,75.85,85,4,10.38,MG,clear sky
624,Nelson Bay,-32.7167,152.15,73.0,85,100,7.0,AU,overcast clouds
625,Sinop,41.7711,34.8709,41.43,54,100,3.8,TR,overcast clouds
626,Teguldet,57.3064,88.1667,8.1,93,100,9.89,RU,overcast clouds
627,Sambava,-14.2667,50.1667,77.59,83,100,3.36,MG,light rain
628,Ayan,56.45,138.1667,-20.24,59,100,16.67,RU,overcast clouds
629,Rocha,-34.4833,-54.3333,81.63,32,100,9.42,UY,overcast clouds
630,Sicamous,50.8331,-118.9856,36.19,100,100,3.13,CA,overcast clouds
631,Lincoln,40.8,-96.667,23.97,87,100,1.01,US,haze
632,Dulovo,43.8167,27.15,40.55,93,99,2.51,BG,overcast clouds
633,Manakara,-22.1333,48.0167,75.51,91,100,6.4,MG,moderate rain
634,Pervomayskoye,43.919,46.7102,38.43,67,99,31.65,RU,overcast clouds
635,Colares,38.7992,-9.4469,60.76,72,20,15.01,PT,few clouds
636,Yueyang,29.3333,113.0919,49.73,75,100,20.22,CN,overcast clouds
637,Gbarnga,6.9956,-9.4722,87.53,28,23,2.24,LR,few clouds
638,Cayenne,4.9333,-52.3333,82.44,74,75,12.66,GF,broken clouds
639,Gemena,3.25,19.7667,78.17,30,54,3.65,CD,broken clouds
640,Bad Nenndorf,52.3333,9.3667,47.8,78,75,21.85,DE,light intensity shower rain
641,Wuning,29.2589,120.2311,60.24,97,34,1.48,CN,scattered clouds
642,Davila,18.4726,120.5763,71.58,77,78,4.68,PH,broken clouds
643,Hazebrouck,50.7237,2.5373,49.69,84,45,17.9,FR,scattered clouds
644,Bhadasar,28.2833,74.3167,52.75,35,0,11.23,IN,clear sky
645,Gazli,40.1333,63.45,12.67,70,4,11.65,UZ,clear sky
646,Chalchihuites,23.4833,-103.8833,59.83,25,0,5.35,MX,clear sky
647,Amot,59.5714,7.9877,24.39,93,98,5.17,NO,overcast clouds
648,Shaturtorf,55.5672,39.4169,20.73,93,100,10.16,RU,overcast clouds
649,Manokwari,-0.8667,134.0833,78.4,78,99,3.09,ID,overcast clouds
650,Sakakah,29.9697,40.2064,50.86,71,80,9.75,SA,broken clouds
651,Pokrovka,42.3414,78.0056,4.73,66,95,6.71,KG,overcast clouds
652,Watertown,42.3709,-71.1828,57.04,86,100,19.57,US,overcast clouds
653,Veraval,20.9,70.3667,65.66,53,0,11.12,IN,clear sky
654,Homer,59.6425,-151.5483,30.07,93,100,0.0,US,overcast clouds
655,Castle Bruce,15.4333,-61.2667,80.65,78,75,12.66,DM,broken clouds
656,Kampot,10.6167,104.1833,75.25,89,60,4.92,KH,broken clouds
657,Macas,-2.3167,-78.1167,83.95,47,20,11.5,EC,few clouds
658,Guiratinga,-16.3494,-53.7583,74.66,85,100,5.41,BR,overcast clouds
659,Coos Bay,43.3665,-124.2179,51.93,93,100,12.66,US,overcast clouds
660,Vestmannaeyjar,63.4427,-20.2734,31.19,80,0,32.21,IS,clear sky
661,Nehe,48.4833,124.8333,-17.03,83,5,5.48,CN,clear sky
662,Tombouctou,20.0,-3.0,72.79,10,91,8.68,ML,overcast clouds
663,Berezovyy,51.6667,135.7,-10.03,100,100,1.88,RU,overcast clouds
664,Paredon,16.0333,-93.8667,86.65,46,10,24.83,MX,clear sky
665,Collingswood,39.9182,-75.0713,49.24,73,100,14.97,US,overcast clouds
666,Fairmont,39.4851,-80.1426,37.38,93,100,1.99,US,light snow
667,Pangkalanbuun,-2.6833,111.6167,73.22,96,57,2.98,ID,broken clouds
668,Ravar,31.2656,56.8055,33.04,35,0,1.14,IR,clear sky
669,Marrakesh,31.6315,-8.0083,69.87,37,0,6.91,MA,clear sky
670,Aldan,58.6031,125.3894,-25.2,95,100,7.0,RU,overcast clouds
671,Nikel,69.4128,30.222,24.98,96,76,8.9,RU,broken clouds
672,Turkistan,43.0,68.0,6.73,89,9,3.36,KZ,clear sky
673,Pyapon,16.2833,95.6833,66.49,68,8,6.06,MM,clear sky
674,Tateyama,34.9833,139.8667,60.1,72,100,27.07,JP,overcast clouds
675,Nizhnevartovsk,60.9344,76.5531,6.82,85,100,8.99,RU,light snow
676,Severodvinsk,64.5635,39.8302,26.71,93,77,8.46,RU,broken clouds
677,Mayor Pablo Lagerenza,-19.9309,-60.7718,78.46,82,77,8.14,PY,broken clouds
678,Berdigestyakh,62.0989,126.6992,-57.64,100,99,0.54,RU,overcast clouds
679,Kapustin Yar,48.5831,45.7372,17.22,70,7,15.41,RU,clear sky
680,Novyy Urengoy,66.0833,76.6333,-13.47,97,100,12.97,RU,overcast clouds
681,Dagana,16.5165,-15.5068,88.29,7,95,11.18,MR,overcast clouds
682,Khomutovo,52.4658,104.4025,-19.59,98,41,3.62,RU,scattered clouds
683,Usinsk,65.9939,57.5281,16.2,95,100,16.67,RU,light snow
684,Runkel,50.4,8.1667,48.15,79,93,15.66,DE,overcast clouds
685,Hanamaki,39.3833,141.1167,41.59,91,100,0.74,JP,overcast clouds
686,Flagstaff,35.1981,-111.6513,50.52,44,0,5.75,US,clear sky
687,Kapit,2.0167,112.9333,73.13,99,82,0.47,MY,broken clouds
688,Shingu,33.7333,135.9833,59.79,95,100,7.49,JP,light rain
689,Siniscola,40.5719,9.6922,54.95,76,100,7.23,IT,overcast clouds
690,Kemijarvi,66.7131,27.4306,30.96,93,100,8.88,FI,overcast clouds
691,Turtas,58.9417,69.1325,14.79,93,100,9.04,RU,overcast clouds
692,Aitape,-3.1374,142.3475,76.98,88,94,2.64,PG,overcast clouds
693,Matara,5.9485,80.5353,72.9,88,19,6.26,LK,few clouds
694,Brockville,44.5834,-75.6826,27.72,93,100,10.0,CA,snow
695,Morros,-9.4467,-46.3003,85.53,52,79,3.85,BR,broken clouds
696,Nemuro,43.3236,145.575,36.23,83,64,5.03,JP,broken clouds
697,Richmond,37.5538,-77.4603,56.23,55,75,14.97,US,broken clouds
698,Gloversville,43.0528,-74.3438,37.74,91,100,12.66,US,overcast clouds
699,Paka,4.6374,103.4368,76.41,89,64,3.53,MY,broken clouds
700,Coahuayana,18.7333,-103.6833,89.35,32,2,4.05,MX,clear sky
701,Kayes,14.0,-11.0,90.9,11,87,4.72,ML,overcast clouds
702,Jaru,-10.4389,-62.4664,79.38,90,72,8.81,BR,broken clouds
703,Sitrah,26.1547,50.6206,64.4,82,22,2.3,BH,few clouds
704,Port Shepstone,-30.7414,30.455,75.45,88,6,2.06,ZA,clear sky
705,Antalaha,-14.9003,50.2788,76.19,86,98,3.27,MG,moderate rain
706,Kirovsk,48.6375,38.6428,26.04,93,100,10.94,UA,overcast clouds
707,Pleasant Point,-44.2667,171.1333,57.27,91,87,2.28,NZ,overcast clouds
708,Hungund,16.0667,76.05,72.1,32,6,6.42,IN,clear sky
709,Umm Lajj,25.0213,37.2685,68.22,57,16,11.63,SA,few clouds
710,Bayburt,40.2589,40.2278,20.84,71,100,4.41,TR,overcast clouds
711,Tambo,-14.8,-73.9167,53.47,35,11,14.23,PE,few clouds
712,Inverness,57.4791,-4.224,39.11,93,40,2.3,GB,scattered clouds
713,Segou,13.4317,-6.2157,83.71,12,14,7.18,ML,few clouds
714,Jamame,0.0722,42.7506,76.06,84,11,12.68,SO,few clouds
715,Neuquen,-38.9516,-68.0591,87.69,22,0,5.75,AR,clear sky
716,Gazanjyk,39.2446,55.5154,19.02,59,5,27.13,TM,clear sky
717,Sturgis,41.7992,-85.4192,31.8,80,100,11.5,US,overcast clouds
718,Tatarsk,55.219,75.9828,1.35,95,71,10.8,RU,broken clouds
719,Rio Gallegos,-51.6226,-69.2181,73.45,21,75,39.12,AR,broken clouds
720,Maniitsoq,65.4167,-52.9,10.96,92,100,17.2,GL,overcast clouds
721,Kaohsiung,22.6163,120.3133,76.03,78,61,1.99,TW,broken clouds
722,Wesselsbron,-27.8549,26.3658,76.68,18,1,5.97,ZA,clear sky
723,Ukiah,39.1502,-123.2078,53.15,93,100,8.05,US,light rain
724,Moerai,-22.4333,-151.3333,78.31,86,98,21.43,PF,moderate rain
725,Pochutla,15.7432,-96.4661,86.83,43,3,6.96,MX,clear sky
726,Villa Union,23.2,-106.2333,82.36,45,0,0.0,MX,clear sky
727,Igrim,63.1906,64.4162,13.55,90,93,6.26,RU,overcast clouds
728,Sobolevo,54.4299,31.8996,28.02,91,67,14.0,RU,broken clouds
729,Alice Springs,-23.7,133.8833,72.95,83,20,0.0,AU,few clouds
730,Formosa,-26.1775,-58.1781,71.58,94,75,9.22,AR,broken clouds
731,Voi,-3.3945,38.563,73.44,76,11,5.75,KE,few clouds
732,Ampanihy,-24.7,44.75,75.67,83,37,13.06,MG,scattered clouds
